61	600340	华夏幸福	27.91	-1.45	-0.41	35.3万	607	27.90	27.93	28.29	-7.45	1.20	9.72亿	0.18	28.29	 房地产	28.29	26.90	28.29	28.32	4.91	2.34	74.83	3787	27.50	22.9万	12.5万	1.83	2	104	2.76	29.5亿	825亿	29.5亿		825亿		-3.16		-6.62		2.10		3.75		
62	000858	五 粮 液	76.34	-1.43	-1.11	32.9万	2540	76.33	76.34	77.50	-14.90	0.87	25.6亿	0.12	77.50	 酿酒行业	79.16	76.13	77.50	77.45	3.91	1.31	0.45	13	77.89	17.5万	15.5万	1.13	47	956	4.93	38.8亿	2963亿	38.0亿		2898亿		3.13		-1.09		2.44		4.17		
63	601555	东吴证券	7.57	-1.43	-0.11	7.33万	63	7.57	7.58	7.69	-17.70	0.25	5582万	-0.13	7.69	 券商信托	7.70	7.56	7.69	7.68	1.82	1.01	7.14	384	7.62	4.59万	2.74万	1.68	95	241	1.12	30.0亿	227亿	28.9亿		219亿		-2.70		-5.02		0.81		1.51		
64	601198	东兴证券	14.84	-1.40	-0.21	13.9万	62	14.82	14.83	14.97	-5.69	0.51	2.07亿	0.20	14.97	 券商信托	15.07	14.66	14.97	15.05	2.72	1.12	45.00	1126	14.87	8.52万	5.42万	1.57	200	141	2.10	27.6亿	409亿	27.6亿		409亿		1.57		-0.07		1.60		2.77		
65	600570	恒生电子	59.39	-1.39	-0.84	11.1万	32	59.39	59.40	60.23	31.21	1.80	6.67亿	-0.30	60.23	 软件服务	61.30	59.31	60.23	60.23	3.30	0.63	49.30	109	60.18	6.30万	4.79万	1.31	48	1	12.34	6.18亿	367亿	6.18亿		367亿		-6.56		-2.38		6.90		15.97		
66	600068	葛洲坝	7.84	-1.38	-0.11	23.0万	14	7.84	7.85	7.95	0.61	0.50	1.81亿	0.13	7.95	 工程建设	7.95	7.79	7.95	7.95	2.01	1.33	35.90	5888	7.86	16.6万	6.40万	2.59	2651	953	1.42	46.0亿	361亿	46.0亿		361亿		-1.63		-3.92		1.14		2.38		
67	600048	保利地产	12.43	-1.35	-0.17	148万	576	12.43	12.44	12.54	-7.21	1.26	18.1亿	-0.16	12.54	 房地产	12.56	11.92	12.54	12.60	5.08	1.81	-35.97	-5354	12.23	80.1万	67.9万	1.18	738	1490	1.41	119亿	1474亿	117亿		1459亿		-2.13		-9.60		2.19		4.75		
68	600999	招商证券	16.23	-1.34	-0.22	6.14万	38	16.23	16.24	16.41	-4.25	0.13	1.00亿	0.12	16.41	 券商信托	16.52	16.18	16.41	16.45	2.07	1.04	45.07	940	16.33	3.70万	2.44万	1.51	24	321	1.67	67.0亿	1087亿	49.0亿		796亿		-1.81		-4.75		0.37		0.73		
69	002142	宁波银行	17.06	-1.33	-0.23	15.9万	1093	17.06	17.07	17.26	1.68	0.36	2.72亿	0.00	17.26	 银行	17.26	17.00	17.26	17.29	1.50	1.03	26.60	926	17.08	11.6万	4.31万	2.70	179	161	1.61	50.7亿	865亿	44.9亿		766亿		-1.10		-5.48		0.90		2.07		
70	601877	正泰电器	27.67	-1.32	-0.37	8.55万	41	27.65	27.66	27.99	8.37	0.50	2.37亿	0.29	27.99	 输配电气	28.00	27.50	27.99	28.04	1.78	0.84	-69.72	-152	27.73	5.36万	3.19万	1.68	6	80	2.90	21.5亿	595亿	17.0亿		471亿		1.13		-2.02		1.99		3.49		
71	601669	中国电建	6.02	-1.31	-0.08	9.86万	73	6.02	6.03	6.10	-11.91	0.09	5949万	0.00	6.10	 工程建设	6.10	5.99	6.10	6.10	1.80	1.39	53.96	6501	6.03	6.22万	3.64万	1.71	10	258	1.24	153亿	921亿	111亿		671亿		-2.27		-3.83		0.23		0.41		
72	002027	分众传媒	11.59	-1.28	-0.15	63.5万	3564	11.59	11.60	11.67	-20.24	1.09	7.51亿	0.00	11.67	 电子信息	12.03	11.55	11.67	11.74	4.09	1.29	66.77	1.23万	11.83	32.6万	30.9万	1.06	4307	1025	12.25	122亿	1418亿	58.0亿		673亿		1.76		-3.42		2.86		5.35		
73	000728	国元证券	8.70	-1.25	-0.11	8.15万	1371	8.70	8.71	8.78	-18.73	0.28	7124万	0.00	8.78	 券商信托	8.87	8.66	8.78	8.81	2.38	0.91	52.44	2963	8.74	5.39万	2.77万	1.95	128	557	1.16	33.7亿	293亿	29.5亿		256亿		-1.81		-3.87		0.99		1.79		
74	600109	国金证券	8.01	-1.23	-0.10	14.6万	10	8.01	8.02	8.11	-9.33	0.48	1.17亿	0.13	8.11	 券商信托	8.15	7.98	8.11	8.11	2.10	1.06	-13.91	-2156	8.04	9.21万	5.37万	1.72	148	1048	1.27	30.2亿	242亿	30.2亿		242亿		-3.96		-6.43		1.49		2.75		
75	000709	河钢股份	3.23	-1.22	-0.04	46.0万	3871	3.22	3.23	3.27	-15.90	0.43	1.49亿	0.00	3.27	 钢铁行业	3.27	3.20	3.27	3.27	2.14	1.90	-22.44	-2.32万	3.23	26.5万	19.5万	1.36	1.13万	1413	0.74	106亿	343亿	106亿		343亿		-1.22		-2.71		0.86		1.58		
76	002673	西部证券	8.93	-1.22	-0.11	11.6万	3454	8.92	8.93	9.04	-25.08	0.33	1.05亿	-0.11	9.04	 券商信托	9.10	8.93	9.04	9.04	1.88	1.12	14.15	1050	9.01	7.71万	3.91万	1.97	1212	472	1.77	35.0亿	313亿	35.0亿		313亿		-2.62		-4.49		0.90		1.81		
77	001979	招商蛇口	21.26	-1.21	-0.26	30.8万	1351	21.25	21.26	21.48	9.97	1.62	6.51亿	-0.09	21.48	 房地产	21.57	20.84	21.48	21.52	3.39	1.45	-89.56	-3208	21.13	18.3万	12.5万	1.46	39	1959	2.60	79.0亿	1680亿	19.0亿		404亿		-3.71		-6.43		3.36		7.23		
78	600519	贵州茅台	731.43	-1.21	-8.97	4.08万	11	731.31	731.40	738.80	-5.01	0.32	30.3亿	-0.04	738.80	 酿酒行业	750.00	731.28	738.80	740.40	2.53	1.41	31.20	25	742.20	2.28万	1.80万	1.26	18	3	9.19	12.6亿	9188亿	12.6亿		9188亿		2.24		-0.46		0.88		1.48		
79	000651	格力电器	46.07	-1.20	-0.56	39.1万	5056	46.06	46.07	46.69	0.87	0.66	18.1亿	-0.04	46.69	 家电行业	46.79	45.97	46.69	46.63	1.76	0.77	-12.03	-701	46.27	22.7万	16.4万	1.38	710	361	3.91	60.2亿	2771亿	59.7亿		2750亿		1.01		-3.90		2.06		4.89		
80	600369	西南证券	4.26	-1.16	-0.05	9.35万	42	4.26	4.27	4.30	-9.94	0.17	4005万	-0.47	4.30	 券商信托	4.34	4.23	4.30	4.31	2.55	0.93	-12.75	-1435	4.28	5.61万	3.74万	1.50	348	1098	1.24	56.5亿	240亿	56.5亿		240亿		-2.74		-5.96		0.46		1.05		
81	601377	兴业证券	6.15	-1.13	-0.07	15.2万	40	6.14	6.15	6.22	-12.09	0.23	9361万	0.16	6.22	 券商信托	6.24	6.13	6.22	6.22	1.77	1.20	4.55	886	6.18	9.90万	5.25万	1.89	928	36	1.22	67.0亿	412亿	67.0亿		412亿		-2.54		-4.50		0.63		1.17		
82	600000	浦发银行	10.64	-1.12	-0.12	16.9万	29	10.63	10.64	10.70	-7.78	0.06	1.81亿	-0.19	10.70	 银行	10.74	10.61	10.70	10.76	1.21	0.94	55.06	6295	10.66	10.3万	6.61万	1.56	30	328	0.78	294亿	3123亿	281亿		2990亿		-1.39		-2.74		0.19		0.38		
